antibody,source,reactivity,WT RBD ELISA,BA.5 RBD ELISA,XBB.1.5 RBD ELISA,JN.1 RBD ELISA,VH gene,DH gene,JH gene,H isotype,VL gene,JL gene,VH SHM (nt),VL SHM (nt),VH SHM ratio,VL SHM ratio,D614G,BA.1,BA.2,BA.5,XBB.1.5,HK.3.1,BA.2.86,JN.1,JN.1+F456L,KP.2,JN.1+F456L+A475V,KP.3,KP.3+A475V,epitope group
BD57-3089,BA.5 + XBB infection,specific,0.38,N.D.,4.52,N.D.,IGHV4-39,IGHD6-19,IGHJ1,IGHG1,IGLV1-40,IGLJ3,16.0,9.0,0.0426,0.0269,inf,0.007836,0.006807,0.002757,0.01166,0.008677,0.005921,0.003815,0.004214,0.01281,0.007891,0.01213,0.1618,F3
BD57-3090,BA.5 + XBB infection,specific,0.54,N.D.,3.56,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ1,24.0,8.0,0.0649,0.024,inf,1.0864,0.2489,0.1301,0.2868,inf,1.0249,inf,inf,inf,inf,inf,inf,A2
BD57-3091,BA.5 + XBB infection,specific,0.12,N.D.,2.07,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ3,24.0,18.0,0.0649,0.0539,inf,inf,inf,0.9172,inf,inf,inf,inf,inf,inf,inf,inf,inf,A2
BD57-3092,BA.5 + XBB infection,cross,4.65,N.D.,4.45,N.D.,IGHV5-51,IGHD4-23,IGHJ4,IGHG1,IGLV1-40,IGLJ2,10.0,12.0,0.0275,0.0364,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3093,BA.5 + XBB infection,specific,0.3,N.D.,3.72,N.D.,IGHV5-51,IGHD2-21,IGHJ4,IGHA1,IGLV1-40,IGLJ3,14.0,17.0,0.0381,0.0509,inf,0.005412,0.001402,0.003273,0.01678,0.01599,inf,inf,inf,inf,inf,inf,inf,B
BD57-3094,BA.5 + XBB infection,cross,3.56,N.D.,2.49,N.D.,IGHV4-4,IGHD5-12,IGHJ5,IGHG1,IGLV1-40,IGLJ2,24.0,15.0,0.0643,0.0445,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E1/E2.1
BD57-3095,BA.5 + XBB infection,cross,4.46,N.D.,4.69,N.D.,IGHV4-39,IGHD4-17,IGHJ4,IGHG1,IGLV1-40,IGLJ1,14.0,13.0,0.039,0.0386,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3096,BA.5 + XBB infection,specific,0.33,N.D.,4.16,N.D.,IGHV4-31,IGHD4-11,IGHJ4,IGHG1,IGLV1-40,IGLJ2,12.0,10.0,0.0322,0.0297,inf,0.004938,0.002327,0.001766,0.003643,0.002405,0.003119,0.001653,0.00377,0.02043,0.003097,0.0254,0.001254,F3
BD57-3097,BA.5 + XBB infection,specific,0.12,N.D.,3.0,N.D.,IGHV4-31,IGHD3-22,IGHJ3,IGHG1,IGLV1-40,IGLJ2,7.0,5.0,0.018,0.015,inf,1.4448,0.06026,0.0195,0.1735,0.6962,0.07406,0.133,2.1706,1.5491,inf,0.1983,1.0797,A2
BD57-3098,BA.5 + XBB infection,specific,0.23,N.D.,2.88,N.D.,IGHV3-48,IGHD5-18,IGHJ4,IGHG3,IGLV1-40,IGLJ1,10.0,7.0,0.0275,0.021,inf,6.505,0.1335,0.04572,0.2165,0.06727,inf,inf,inf,inf,inf,inf,inf,F3
BD57-3099,BA.5 + XBB infection,specific,0.23,N.D.,3.78,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ2,23.0,10.0,0.0622,0.0299,inf,0.01782,0.01842,0.03648,0.1441,inf,0.06859,inf,inf,inf,inf,inf,inf,F3
BD57-3100,BA.5 + XBB infection,specific,1.53,N.D.,5.4,N.D.,IGHV4-61,IGHD1-20,IGHJ4,IGHA1,IGLV1-40,IGLJ3,26.0,12.0,0.0703,0.0359,inf,0.01359,0.01746,0.0006725,0.005258,0.008235,0.008282,inf,inf,inf,inf,inf,inf,A2
BD57-3101,BA.5 + XBB infection,specific,0.78,N.D.,3.29,N.D.,IGHV4-34,IGHD3-22,IGHJ1,IGHG1,IGLV1-40,IGLJ2,26.0,7.0,0.0686,0.0206,inf,0.03983,0.04444,0.08083,0.0452,0.05832,0.2671,0.1707,1.3481,1.4211,1.2389,inf,inf,A2
BD57-3102,BA.5 + XBB infection,specific,0.18,N.D.,3.55,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHG1,IGLV1-40,IGLJ7,19.0,6.0,0.0497,0.0178,inf,0.1326,0.002659,0.003986,0.01471,0.00572,0.00379,0.005809,0.006667,0.01437,0.003202,0.003415,0.001602,F3
BD57-3103,BA.5 + XBB infection,specific,0.11,N.D.,3.87,N.D.,IGHV3-48,IGHD5-18,IGHJ4,IGHG3,IGLV1-40,IGLJ1,13.0,4.0,0.0357,0.0119,inf,inf,0.001408,0.0006505,0.003059,0.002526,0.4532,0.2349,0.1877,0.2593,0.2635,0.2409,0.1715,F3
BD57-3104,BA.5 + XBB infection,specific,0.11,N.D.,3.96,N.D.,IGHV4-39,IGHD6-19,IGHJ5,IGHG1,IGLV1-40,IGLJ2,10.0,5.0,0.0268,0.0148,inf,0.04499,0.005484,0.002552,0.001845,0.004819,0.002658,0.006404,0.01373,0.01344,0.24,0.001281,0.001044,F3
BD57-3105,BA.5 + XBB infection,specific,0.21,N.D.,1.81,N.D.,IGHV3-33,IGHD2-21,IGHJ5,IGHG1,IGLV1-40,IGLJ1,21.0,7.0,0.055,0.0208,inf,0.1826,0.08007,0.1148,0.344,0.6016,0.5682,1.7879,inf,inf,inf,inf,inf,F3
BD57-3106,BA.5 + XBB infection,specific,0.088,N.D.,3.65,N.D.,IGHV3-66,IGHD3-10,IGHJ6,IGHG1,IGLV1-40,IGLJ2,16.0,7.0,0.0423,0.0208,inf,inf,0.05582,0.004084,0.01695,inf,0.01306,inf,inf,inf,inf,inf,inf,A2
BD57-3107,BA.5 + XBB infection,specific,0.58,N.D.,4.46,N.D.,IGHV4-31,IGHD6-19,IGHJ3,IGHG1,IGLV1-40,IGLJ2,18.0,14.0,0.0464,0.0419,inf,0.001324,0.001375,0.001578,0.002385,0.003097,0.003487,0.002884,0.01201,0.005624,0.03684,0.001114,0.0008527,F3
BD57-3108,BA.5 + XBB infection,cross,4.59,N.D.,4.36,N.D.,IGHV5-51,IGHD3-22,IGHJ5,IGHG1,IGLV1-40,IGLJ1,15.0,13.0,0.0396,0.0389,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3109,BA.5 + XBB infection,specific,0.21,N.D.,4.24,N.D.,IGHV4-38-2,IGHD3-10,IGHJ4,IGHG1,IGLV1-40,IGLJ3,23.0,9.0,0.0622,0.0269,inf,0.006298,0.001155,0.00144,0.002587,0.003659,0.002825,0.002263,0.005541,0.004449,0.005203,0.06848,0.04335,F3
BD57-3110,BA.5 + XBB infection,cross,4.35,N.D.,4.17,N.D.,IGHV5-51,IGHD3-10,IGHJ4,IGHG1,IGLV1-44,IGLJ2,9.0,7.0,0.0247,0.0214,0.9071,0.3951,1.6901,0.819,1.4234,1.8557,0.2988,0.1098,0.2018,0.4446,0.2929,0.09749,0.1147,E3
BD57-3111,BA.5 + XBB infection,specific,1.49,N.D.,4.27,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ2,35.0,12.0,0.0946,0.0356,inf,0.01172,0.0257,0.001395,0.01403,0.02049,0.07147,inf,inf,inf,inf,inf,inf,A2
BD57-3112,BA.5 + XBB infection,specific,0.11,N.D.,3.99,N.D.,IGHV2-5,IGHD3-10,IGHJ4,IGHG1,IGLV7-43,IGLJ2,5.0,10.0,0.0135,0.0305,inf,inf,0.1492,0.05741,0.3197,0.224,inf,inf,inf,inf,inf,inf,inf,F3
BD57-3113,BA.5 + XBB infection,specific,0.093,N.D.,4.35,N.D.,IGHV2-5,IGHD3-22,IGHJ4,IGHG1,IGKV3-15,IGKJ1,9.0,12.0,0.0243,0.0374,inf,inf,0.4117,0.3213,0.538,0.4944,0.7204,inf,inf,inf,inf,inf,inf,F3
BD57-3114,BA.5 + XBB infection,specific,0.45,N.D.,4.54,N.D.,IGHV3-33,IGHD4-17,IGHJ3,IGHG1,IGLV2-14,IGLJ1,6.0,9.0,0.016,0.0277,inf,0.01851,0.003945,0.002994,0.01819,0.01351,0.006365,0.003739,0.004252,0.003563,0.004749,0.001426,0.001317,F3
BD57-3115,BA.5 + XBB infection,cross,4.79,N.D.,4.5,N.D.,IGHV3-30-3,IGHD2-21,IGHJ4,IGHG1,IGLV3-21,IGLJ2,17.0,14.0,0.0445,0.0435,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3116,BA.5 + XBB infection,specific,0.89,N.D.,4.05,N.D.,IGHV3-30,IGHD2-2,IGHJ6,IGHG1,IGLV3-19,IGLJ1,22.0,11.0,0.0573,0.0338,inf,0.02332,0.02462,0.01811,0.05271,0.07146,0.0284,0.03339,0.06988,0.07361,0.04025,0.03311,0.01412,A2
BD57-3117,BA.5 + XBB infection,specific,0.11,N.D.,3.32,N.D.,IGHV4-39,IGHD3-22,IGHJ3,IGHA1,IGLV3-19,IGLJ2,7.0,7.0,0.0183,0.0215,inf,2.0275,0.008199,0.004047,0.01291,0.02204,0.01589,0.754,inf,inf,inf,inf,inf,F3
BD57-3118,BA.5 + XBB infection,specific,0.78,N.D.,3.88,N.D.,IGHV7-4-1,IGHD6-13,IGHJ2,IGHA1,IGLV3-19,IGLJ3,11.0,6.0,0.0288,0.0185,inf,0.0022,0.004663,0.004116,0.02949,0.01724,0.008353,0.00488,0.004172,0.01232,0.005245,0.008159,0.00601,D3
BD57-3119,BA.5 + XBB infection,cross,4.27,N.D.,4.69,N.D.,IGHV5-51,IGHD1-1,IGHJ4,IGHG1,IGLV3-19,IGLJ1,14.0,7.0,0.0385,0.0216,inf,1.2615,2.233,1.7542,inf,inf,0.5105,0.5961,1.0055,2.1126,1.0669,1.0036,0.7997,E3
BD57-3120,BA.5 + XBB infection,specific,0.048,N.D.,4.41,N.D.,IGHV3-15,IGHD3-22,IGHJ4,IGHG1,IGLV3-1,IGLJ2,21.0,11.0,0.0559,0.0346,inf,inf,0.7891,0.001092,0.001586,0.001544,0.00333,0.3256,inf,inf,inf,inf,inf,B
BD57-3121,BA.5 + XBB infection,specific,0.52,N.D.,4.42,N.D.,IGHV1-24,IGHD5-18,IGHJ6,IGHG1,IGLV3-1,IGLJ2,13.0,4.0,0.0347,0.0126,inf,0.008716,0.003,0.00151,0.0005086,0.002931,0.0006328,0.0006714,0.0007025,0.007708,0.01018,0.01338,0.098,B
BD57-3122,BA.5 + XBB infection,specific,0.045,N.D.,4.45,N.D.,IGHV3-15,IGHD2-15,IGHJ6,IGHG1,IGLV3-1,IGLJ3,7.0,7.0,0.0181,0.0219,inf,1.9197,0.1947,0.0007057,0.0006396,0.00215,0.007253,0.1907,0.4923,0.2199,2.178,inf,inf,B
BD57-3123,BA.5 + XBB infection,cross,4.27,N.D.,4.51,N.D.,IGHV3-21,IGHD1-26,IGHJ6,IGHG1,IGLV3-25,IGLJ2,10.0,8.0,0.026,0.0246,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3124,BA.5 + XBB infection,specific,0.086,N.D.,4.37,N.D.,IGHV3-48,IGHD2-2,IGHJ6,IGHG1,IGLV3-10,IGLJ1,8.0,6.0,0.0202,0.0185,inf,inf,inf,0.001436,0.002015,0.003641,inf,inf,inf,inf,inf,inf,inf,B
BD57-3125,BA.5 + XBB infection,cross,4.27,N.D.,4.75,N.D.,IGHV3-43,IGHD2-15,IGHJ6,IGHG1,IGLV3-25,IGLJ3,14.0,5.0,0.0354,0.0154,2.9995,1.0844,0.8917,1.3558,1.2943,2.0192,0.06393,0.1987,0.4175,0.4532,0.622,0.2369,0.1707,E3
BD57-3126,BA.5 + XBB infection,specific,0.074,N.D.,3.14,N.D.,IGHV3-7,IGHD6-19,IGHJ4,IGHA1,IGLV3-25,IGLJ2,11.0,15.0,0.03,0.047,inf,0.001387,0.006657,0.002488,0.04906,0.0793,inf,inf,inf,inf,inf,inf,inf,D3
BD57-3127,BA.5 + XBB infection,specific,0.078,N.D.,4.3,N.D.,IGHV3-7,IGHD6-19,IGHJ4,IGHA1,IGLV3-25,IGLJ3,7.0,13.0,0.0191,0.0408,inf,0.0005625,0.006418,0.003779,0.06484,0.07994,inf,inf,inf,inf,inf,inf,inf,D3
BD57-3128,BA.5 + XBB infection,cross,4.28,N.D.,4.19,N.D.,IGHV3-74,IGHD6-13,IGHJ4,IGHG3,IGLV3-25,IGLJ3,15.0,13.0,0.0423,0.04,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3129,BA.5 + XBB infection,specific,0.45,N.D.,4.18,N.D.,IGHV2-70,IGHD3-3,IGHJ6,IGHG1,IGLV3-25,IGLJ2,12.0,9.0,0.0328,0.0279,inf,0.0003215,0.003035,0.002059,0.002604,0.008508,0.03987,0.06749,0.2828,0.07176,0.1693,0.07585,0.0202,D3
BD57-3130,BA.5 + XBB infection,specific,0.066,N.D.,4.35,N.D.,IGHV1-24,IGHD3-10,IGHJ6,IGHG1,IGLV3-1,IGLJ2,15.0,8.0,0.0379,0.0251,inf,0.2649,0.07452,0.0007844,0.001739,0.003765,0.0051,0.007243,0.01218,0.0222,0.009138,0.3445,0.2373,B
BD57-3131,BA.5 + XBB infection,specific,0.036,N.D.,4.71,N.D.,IGHV3-15,IGHD2-8,IGHJ4,IGHG1,IGLV3-1,IGLJ2,10.0,11.0,0.0275,0.0345,inf,inf,inf,0.0007624,0.0007756,0.002959,0.001425,0.00141,0.005135,0.00897,0.008667,0.01176,0.008222,B
BD57-3132,BA.5 + XBB infection,specific,0.076,N.D.,4.43,N.D.,IGHV1-24,IGHD4-17,IGHJ6,IGHG1,IGLV3-1,IGLJ1,5.0,6.0,0.0122,0.0188,inf,6.217,0.2436,0.0008832,0.00157,0.002379,0.001288,0.001985,0.005356,0.004848,0.005629,0.001475,0.001696,B
BD57-3133,BA.5 + XBB infection,specific,0.18,N.D.,4.44,N.D.,IGHV3-15,IGHD3-10,IGHJ4,IGHG1,IGLV3-1,IGLJ1,11.0,10.0,0.0281,0.0308,inf,inf,inf,0.0004765,0.0006281,0.004714,0.00321,0.02014,0.0824,0.08536,inf,6.6135,inf,B
BD57-3134,BA.5 + XBB infection,specific,0.074,N.D.,2.96,N.D.,IGHV3-15,IGHD5-12,IGHJ3,IGHG1,IGLV3-1,IGLJ2,15.0,4.0,0.0387,0.0125,inf,inf,inf,0.0008412,0.002176,0.003673,0.001596,0.005121,0.1276,0.1768,0.174,0.8968,inf,B
BD57-3135,BA.5 + XBB infection,specific,0.12,N.D.,3.22,N.D.,IGHV3-74,IGHD4-17,IGHJ3,IGHG1,IGLV3-1,IGLJ3,11.0,7.0,0.0302,0.0215,inf,inf,inf,0.01588,0.01355,0.01543,inf,inf,inf,inf,inf,inf,inf,B
BD57-3136,BA.5 + XBB infection,specific,0.05,N.D.,4.32,N.D.,IGHV1-24,IGHD6-19,IGHJ6,IGHG1,IGLV3-1,IGLJ3,10.0,9.0,0.0251,0.0282,inf,inf,0.3041,0.0009609,0.003848,0.007775,0.03316,0.09021,0.6361,0.4024,1.0135,inf,inf,B
BD57-3137,BA.5 + XBB infection,specific,0.074,N.D.,4.27,N.D.,IGHV4-59,IGHD2-15,IGHJ3,IGHG1,IGLV3-1,IGLJ3,5.0,9.0,0.0133,0.0277,inf,inf,inf,0.001545,0.001148,0.00541,0.01149,0.04262,inf,inf,inf,7.2379,inf,B
BD57-3138,BA.5 + XBB infection,specific,0.08,N.D.,4.07,N.D.,IGHV2-70,IGHD3-16,IGHJ6,IGHG1,IGLV3-25,IGLJ2,14.0,20.0,0.0383,0.0615,inf,0.01051,0.03082,0.0254,0.06648,0.09633,0.2229,0.0693,0.2754,0.4476,0.6301,0.204,0.2202,D3
BD57-3139,BA.5 + XBB infection,cross,5.96,N.D.,4.15,N.D.,IGHV4-39,IGHD3-22,IGHJ4,IGHG1,IGLV3-21,IGLJ2,19.0,7.0,0.0482,0.0215,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3140,BA.5 + XBB infection,cross,4.22,N.D.,4.48,N.D.,IGHV3-9,IGHD1/OR15-1a,IGHJ4,IGHG1,IGLV3-21,IGLJ2,8.0,9.0,0.022,0.0277,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3141,BA.5 + XBB infection,cross,4.58,N.D.,2.98,N.D.,IGHV1-18,IGHD4-17,IGHJ6,IGHG1,IGLV3-1,IGLJ2,10.0,13.0,0.0273,0.0404,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E1/E2.1
BD57-3142,BA.5 + XBB infection,cross,4.3,N.D.,3.48,N.D.,IGHV4-61,IGHD3-9,IGHJ4,IGHG1,IGLV3-21,IGLJ3,16.0,14.0,0.044,0.0431,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3143,BA.5 + XBB infection,cross,4.95,N.D.,4.5,N.D.,IGHV1-8,IGHD5-18,IGHJ4,IGHG1,IGLV3-21,IGLJ1,9.0,13.0,0.0245,0.0394,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3144,BA.5 + XBB infection,cross,4.48,N.D.,4.45,N.D.,IGHV3-23,IGHD3-22,IGHJ4,IGHG1,IGLV3-21,IGLJ3,7.0,3.0,0.0188,0.0095,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3145,BA.5 + XBB infection,cross,4.74,N.D.,4.6,N.D.,IGHV1-46,IGHD2-2,IGHJ4,IGHG1,IGLV3-21,IGLJ1,19.0,6.0,0.0497,0.0183,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3146,BA.5 + XBB infection,cross,4.23,N.D.,4.32,N.D.,IGHV3-9,IGHD4-17,IGHJ4,IGHG1,IGLV3-21,IGLJ1,12.0,4.0,0.0324,0.0123,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3147,BA.5 + XBB infection,cross,4.53,N.D.,4.7,N.D.,IGHV4-31,IGHD7-27,IGHJ3,IGHG1,IGLV3-21,IGLJ3,23.0,11.0,0.0622,0.0335,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3148,BA.5 + XBB infection,cross,4.34,N.D.,4.39,N.D.,IGHV7-4-1,IGHD2-21,IGHJ4,IGHG1,IGLV3-21,IGLJ3,14.0,8.0,0.0385,0.0248,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3149,BA.5 + XBB infection,cross,4.82,N.D.,4.66,N.D.,IGHV4-59,IGHD3-9,IGHJ4,IGHG1,IGLV3-21,IGLJ2,19.0,16.0,0.0531,0.0492,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3150,BA.5 + XBB infection,cross,4.08,N.D.,4.81,N.D.,IGHV3-66,IGHD6-13,IGHJ4,IGHG1,IGLV3-21,IGLJ3,13.0,4.0,0.0363,0.0122,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3151,BA.5 + XBB infection,cross,5.22,N.D.,2.98,N.D.,IGHV3-30,IGHD3-10,IGHJ4,IGHG1,IGLV3-21,IGLJ3,7.0,9.0,0.0185,0.0277,0.1157,0.006808,0.0001151,0.0004655,0.01346,0.04854,inf,inf,inf,inf,inf,inf,inf,N.D.
BD57-3152,BA.5 + XBB infection,cross,4.35,N.D.,4.3,N.D.,IGHV4-61,IGHD1/OR15-1a,IGHJ4,IGHG1,IGLV3-21,IGLJ1,18.0,7.0,0.0503,0.0213,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3153,BA.5 + XBB infection,cross,4.47,N.D.,4.88,N.D.,IGHV3-11,IGHD6-19,IGHJ4,IGHG1,IGLV3-21,IGLJ2,9.0,3.0,0.0247,0.0091,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3154,BA.5 + XBB infection,cross,4.38,N.D.,4.35,N.D.,IGHV3-9,IGHD3-16,IGHJ4,IGHG1,IGLV3-21,IGLJ1,12.0,8.0,0.033,0.0244,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3155,BA.5 + XBB infection,cross,4.95,N.D.,4.25,N.D.,IGHV3-74,IGHD1-7,IGHJ4,IGHG1,IGLV3-21,IGLJ3,3.0,4.0,0.0083,0.0123,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3156,BA.5 + XBB infection,cross,4.95,N.D.,4.73,N.D.,IGHV3-21,IGHD6-19,IGHJ4,IGHG1,IGLV3-21,IGLJ1,5.0,7.0,0.0131,0.0213,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3157,BA.5 + XBB infection,cross,4.67,N.D.,4.64,N.D.,IGHV7-4-1,IGHD5-18,IGHJ3,IGHG1,IGLV3-21,IGLJ1,16.0,12.0,0.044,0.0366,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3158,BA.5 + XBB infection,cross,4.47,N.D.,4.17,N.D.,IGHV3-30,IGHD1-1,IGHJ4,IGHG1,IGLV3-21,IGLJ1,10.0,8.0,0.027,0.0246,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3159,BA.5 + XBB infection,cross,4.57,N.D.,4.39,N.D.,IGHV3-30,IGHD3-22,IGHJ3,IGHG1,IGLV3-21,IGLJ2,17.0,4.0,0.0449,0.0127,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3160,BA.5 + XBB infection,cross,4.32,N.D.,4.5,N.D.,IGHV3-11,IGHD4-17,IGHJ2,IGHG1,IGLV3-21,IGLJ2,6.0,8.0,0.0165,0.0253,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3161,BA.5 + XBB infection,cross,4.3,N.D.,4.22,N.D.,IGHV4-61,IGHD2-21,IGHJ4,IGHG1,IGLV3-21,IGLJ1,9.0,3.0,0.0245,0.0093,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3162,BA.5 + XBB infection,cross,4.81,N.D.,4.72,N.D.,IGHV4-59,IGHD3-10,IGHJ4,IGHG1,IGLV3-21,IGLJ2,8.0,7.0,0.022,0.0217,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3163,BA.5 + XBB infection,cross,4.42,N.D.,4.22,N.D.,IGHV1-18,IGHD6-13,IGHJ5,IGHG1,IGLV3-21,IGLJ2,9.0,4.0,0.0247,0.0122,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3164,BA.5 + XBB infection,cross,4.33,N.D.,4.42,N.D.,IGHV3-48,IGHD6-19,IGHJ3,IGHG1,IGLV3-21,IGLJ3,13.0,6.0,0.034,0.0186,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3165,BA.5 + XBB infection,cross,4.25,N.D.,4.22,N.D.,IGHV1-18,IGHD3-10,IGHJ2,IGHG1,IGLV3-21,IGLJ1,14.0,4.0,0.0385,0.0122,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3166,BA.5 + XBB infection,cross,4.59,N.D.,4.25,N.D.,IGHV3-30,IGHD1-1,IGHJ4,IGHG1,IGLV3-21,IGLJ1,8.0,5.0,0.0216,0.0154,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E2.2
BD57-3167,BA.5 + XBB infection,cross,4.43,N.D.,3.98,N.D.,IGHV3-11,IGHD1-26,IGHJ3,IGHG1,IGLV3-21,IGLJ2,12.0,18.0,0.0328,0.0559,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3168,XBB BTI,cross,4.28,4.34,4.33,N.D.,IGHV3-23,IGHD4-17,IGHJ4,IGHG1,IGKV1-13,IGKJ3,36.0,17.0,0.0997,0.052,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E1/E2.1
BD57-3169,XBB BTI,cross,4.23,4.12,3.94,N.D.,IGHV3-33,IGHD5-18,IGHJ4,IGHG1,IGKV1-13,IGKJ1,11.0,2.0,0.0293,0.0062,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
BD57-3170,XBB BTI,specific,0.061,4.05,3.47,N.D.,IGHV2-5,IGHD1-1,IGHJ5,IGHG1,IGKV1-13,IGKJ4,7.0,6.0,0.0188,0.0186,inf,inf,2.7419,0.03554,0.05347,0.1072,0.08447,0.288,inf,inf,inf,2.6447,0.1605,F3
BD57-3171,XBB BTI,specific,0.044,2.43,2.92,N.D.,IGHV2-5,IGHD1-26,IGHJ4,IGHG1,IGKV1-9,IGKJ5,3.0,4.0,0.0081,0.0125,inf,inf,inf,0.04763,0.08927,0.08913,0.7898,inf,inf,inf,inf,inf,inf,F3
BD57-3172,XBB BTI,cross,4.39,0.71,3.56,N.D.,IGHV3-21,IGHD5-12,IGHJ4,IGHG1,IGKV1-6,IGKJ2,14.0,4.0,0.0388,0.0124,0.107,0.08478,0.06343,inf,0.5585,inf,inf,inf,inf,inf,inf,inf,inf,D2
BD57-3173,XBB BTI,cross,4.5,0.094,2.59,N.D.,IGHV1-69,IGHD3-10,IGHJ4,IGHG1,IGKV1D-13,IGKJ5,31.0,16.0,0.0866,0.0492,0.01257,0.02478,0.007542,inf,0.218,0.249,inf,inf,inf,inf,inf,inf,inf,D2
BD57-3174,XBB BTI,cross,4.46,0.094,2.42,N.D.,IGHV3-7,IGHD3-22,IGHJ4,IGHG1,IGKV1-6,IGKJ1,17.0,6.0,0.0442,0.0186,0.01186,0.03202,0.008796,inf,0.2417,inf,inf,inf,inf,inf,inf,inf,inf,D2
BD57-3175,XBB BTI,cross,4.4,4.3,4.37,N.D.,IGHV1-69,IGHD3-16,IGHJ6,IGHG1,IGKV2-30,IGKJ2,31.0,23.0,0.084,0.068,0.001852,0.009343,0.01148,0.003529,0.005429,0.03848,inf,inf,inf,inf,inf,inf,inf,B
BD57-3176,XBB BTI,cross,4.7,3.19,0.83,N.D.,IGHV2-5,IGHD3-9,IGHJ4,IGHG1,IGKV1-5,IGKJ4,22.0,16.0,0.0574,0.0497,0.01719,0.007815,0.01248,0.009756,0.07822,0.06352,0.07334,0.02497,0.0386,0.4376,0.0102,0.08076,0.009125,D3
BD57-3177,XBB BTI,cross,4.53,4.55,4.31,N.D.,IGHV3-11,IGHD4-17,IGHJ6,IGHA1,IGKV1-39,IGKJ2,12.0,14.0,0.0325,0.0435,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,E3
